"X","track_id","artists","album_name","track_name","popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track_genre"
1048,"7bLMLwx6gJrCXoppD2YqOu","Criolo;Emicida","Criolo E Emicida Ao Vivo (Live)","Subirusdoistiozin - Live",37,211280,0,0.569,0.907,4,-5.619,0,0.31,0.602,4.35e-05,0.862,0.562,94.346,4,"afrobeat"
1049,"5uCb2bQ9HcCY3c7kLq4Iur","Jackie Mittoo","The Keyboard King at Studio One","Darker Shade of Black",40,194293,0,0.689,0.564,6,-7.276,1,0.126,0.149,0.941,0.0909,0.758,87.474,4,"afrobeat"
1050,"7cPCyF7ABaT1Te3LUA5jzE","Pompi","Ahetuk","Meghar Jolonga",25,205597,0,0.353,0.548,2,-5.391,0,0.0332,0.709,0,0.664,0.67,200.152,4,"afrobeat"
1051,"2Y3x5VcEAxLNmVHxQOE0jB","Menahan Street Band","The Exciting Sounds of Menahan Street Band","Queens Highway",64,67720,0,0.778,0.399,1,-8.984,1,0.0858,0.0751,0.835,0.103,0.321,137.305,4,"afrobeat"
1052,"7BEjw8UVIjhXw26bWkFHQA","Criolo","Etérea","Etérea",32,253097,0,0.824,0.72,6,-8.189,0,0.142,0.416,0.101,0.102,0.374,116.982,4,"afrobeat"
1053,"6ET453QCZCnhN7cb5zZoqf","BaianaSystem","Cabeça de Papel","Cabeça de Papel",37,149720,0,0.724,0.833,2,-6.962,1,0.0705,0.289,0.000242,0.0991,0.875,144.999,4,"afrobeat"
1054,"31p1i3XDY9W8ORcDXmA17Q","BaianaSystem","Invisível","Invisível",36,195040,0,0.725,0.618,9,-9.842,0,0.046,0.325,0.000133,0.384,0.479,112.681,5,"afrobeat"
1055,"3vo1FajskK841e2gcxHpqB","Los Pirañas","Toma Tu Jabón Kapax","Lambada de Oceanía, África y América",33,246613,0,0.522,0.672,7,-9.058,0,0.039,0.0785,0.418,0.0864,0.75,155.833,4,"afrobeat"
1056,"3Nb27pwwcFmJhP6INhri4z","BaianaSystem;Orquestra Afrosinfônica","Fogo (Versão Estendida)","Fogo (Versão Estendida)",36,250354,0,0.455,0.738,7,-6.826,0,0.0358,0.161,0.0678,0.0996,0.335,125.351,5,"afrobeat"
1057,"0seSNElilcmQH2T0gY5zyY","BaianaSystem;Makavelli;Jaymitta","ATO 1: Navio Pirata","Nauliza",35,220670,0,0.618,0.945,4,-4.49,0,0.112,0.0372,0.00323,0.257,0.76,169.967,4,"afrobeat"
1058,"3ayGhSSsgy1PyvJi6Np0CH","Jorge Drexler","Mediterráneo","Mediterráneo",33,206999,0,0.585,0.588,9,-8.147,0,0.115,0.405,5.19e-06,0.321,0.429,100.808,3,"afrobeat"
1059,"0afpxm7xkeXwj7KYzmS5Uc","Criolo","Viva Tim Maia","Me Dê Motivo",33,267853,0,0.864,0.623,5,-5.966,1,0.0344,0.452,0.00967,0.105,0.84,132.008,4,"afrobeat"
1060,"3qdalnFVTJdRheIRZyuNmP","BaianaSystem;Buguinha Dub;Curumin;Edgar","Futuro Dub","Sonar (Adubado)",34,174538,0,0.694,0.82,4,-7.885,0,0.048,0.113,0.897,0.147,0.588,99.922,4,"afrobeat"
1061,"6SdaB4qWrwFG5goKg3NbVj","BaianaSystem","Forasteiro","Forasteiro",35,210373,0,0.685,0.732,9,-8.589,0,0.0322,0.00506,0.778,0.064,0.856,127.999,4,"afrobeat"
1062,"3dCA1AG1JPlF848jihvVsE","Plastilina Mosh","Hola Chicuelos","Oxidados",35,148000,0,0.483,0.994,4,-6.676,0,0.0762,0.000444,0.765,0.057,0.702,182.051,4,"afrobeat"
1063,"7t6UycwC3vvVtTvbhdNSY9","Samuca e a Selva","Madurar","À Beça",33,321351,0,0.721,0.654,7,-7.877,0,0.0231,0.314,1.28e-05,0.828,0.826,102.978,4,"afrobeat"
1064,"0YM62MzsqtMsbCS0E89bvx","Los Amigos Invisibles","Commercial","Sueño Erótico",35,242373,0,0.683,0.823,9,-6.475,1,0.0559,0.138,0.067,0.176,0.837,120.03,4,"afrobeat"
1065,"6iqj4S2j6HZOAxyE1i5OXs","Jorge Drexler;Gal Costa","Nenhuma Dor","Negro Amor (It's All Over Now, Baby Clue)",35,246568,0,0.614,0.209,7,-11.445,1,0.0327,0.868,0.000676,0.182,0.416,119.948,4,"afrobeat"
1066,"3HPfcQxliHRPkDZPFHH0JE","Criolo","Povo Guerreiro","Povo Guerreiro",34,219071,0,0.793,0.658,2,-6.332,1,0.0552,0.652,1.11e-06,0.082,0.96,114.039,4,"afrobeat"
1067,"0VjyKaDsZ29g00cvIywo5t","BaianaSystem","O Futuro Não Demora","Navio",35,339413,0,0.591,0.873,1,-6.877,0,0.111,0.105,0.0181,0.0676,0.882,162.121,4,"afrobeat"
1068,"7zMJ0Pgmv9Jcx1skiTp3RV","Criolo","Ainda Há Tempo","No Sapatinho",35,303120,0,0.702,0.689,4,-6.112,0,0.221,0.152,0,0.0878,0.242,84.063,4,"afrobeat"
1069,"2GMlGVZ3Co8CkDm1RiPFRw","Metá Metá","MetaL MetaL","São Jorge",33,214177,0,0.64,0.732,5,-7.078,0,0.0642,0.641,0.000142,0.114,0.831,112.956,4,"afrobeat"
1070,"1aAhNjAqKqUFQ93uesAytf","BaianaSystem;Cássia Eller","O Segundo Sol","O Segundo Sol",37,148905,0,0.383,0.711,0,-8.113,1,0.0671,0.174,0.000572,0.16,0.432,137.036,4,"afrobeat"
1071,"3169PUGpN64JNpAhR5PW4Y","Los Amigos Invisibles","Super Pop Venezuela","Amar Es Algo Más",36,426306,0,0.692,0.746,7,-6.359,0,0.0362,0.393,0.000496,0.257,0.613,107.981,4,"afrobeat"
1072,"2MwJYrmAqLPOxd3pSLNdYb","BaianaSystem;Samba de Lata de Tijuaçú","O Futuro Não Demora","Redoma",34,156733,0,0.779,0.918,0,-6.912,1,0.268,0.126,4.61e-05,0.701,0.391,100.041,4,"afrobeat"
1073,"0s76fxVvT3GOz0sEU64v4j","Criolo;Emicida","Criolo E Emicida Ao Vivo (Live)","Viva (Melô Dos Vileiros) - Live",32,213960,0,0.653,0.868,9,-6.12,0,0.336,0.649,0,0.953,0.733,82.15,4,"afrobeat"
1074,"2abpx1FO9dhMg16Q59iWL4","Criolo","Nó na Orelha","Samba Sambei (Dub Mix)",32,220653,0,0.795,0.664,11,-10.679,1,0.0519,0.188,0.89,0.172,0.854,136.029,4,"afrobeat"
1075,"16qGlEtbDQW4IFcRsIjmwm","BaianaSystem;VANDAL","O Futuro Não Demora","CertoPeloCertoh",34,165160,0,0.726,0.72,6,-6.841,1,0.31,0.327,0,0.287,0.874,149.995,4,"afrobeat"
1076,"5vilhku7KUCbRlog1d0lBy","Mandrill","Just Outside Of Town","Fat City Strut",34,199360,0,0.422,0.862,7,-6.534,0,0.153,0.602,0.00904,0.294,0.826,80.526,3,"afrobeat"
1077,"177aS2QdvkU2reVZoXBw1G","Samuca e a Selva;Luedji Luna","Tudo Que Move É Sagrado","Fé Cega, Faca Amolada",32,261552,0,0.795,0.573,0,-9.838,1,0.0554,0.403,0.004,0.102,0.65,135.123,4,"afrobeat"
1078,"0YLkH00Doh7W1IEEo9BA71","Juanafé","La Makinita","La Bala",34,213680,0,0.6,0.826,2,-5.654,1,0.0476,0.0555,0,0.0835,0.77,98.046,4,"afrobeat"
1079,"31P1OdwMwFh8b6kGjdLUZV","Criolo","Viva Tim Maia","Chocolate",34,181013,0,0.759,0.79,11,-4.355,0,0.0656,0.264,3.91e-05,0.0707,0.914,135.953,4,"afrobeat"
1080,"5K0z3idLxEFY0tv82NeMPe","Criolo","Criolo E Emicida Ao Vivo (Live)","Mariô - Live",33,267480,0,0.572,0.874,5,-7.523,0,0.127,0.525,8.57e-06,0.711,0.681,94.006,4,"afrobeat"
1081,"2SPPB8Wi85U3cn6ptXLsR4","Criolo;Emicida","Criolo E Emicida Ao Vivo (Live)","Demorô - Live",33,213773,0,0.549,0.901,2,-6.208,1,0.296,0.721,0,0.913,0.35,152.298,4,"afrobeat"
1082,"4YUWeLwUwRMzuxW5H4ASYp","BaianaSystem;As Ganhadeiras de Itapuã","Duas Cidades","Panela",33,173413,0,0.666,0.761,7,-5.472,1,0.0926,0.000143,0.712,0.112,0.797,143.035,4,"afrobeat"
1083,"06yiYlbdcanbh4GJEFyhEj","BaianaSystem;BNegão","OXEAXEEXU","Reza Forte",35,232293,0,0.838,0.914,0,-4.026,0,0.124,0.378,0.00398,0.0979,0.855,146,4,"afrobeat"
1084,"0uWCzZzI1A2yxreko4iEib","Plastilina Mosh","Tasty + B Sides","Human Disco Ball",35,214960,0,0.797,0.99,11,-8.001,0,0.0458,0.000375,0.419,0.0333,0.926,125.023,4,"afrobeat"
1085,"6LcDgsJUPj70eb0NONh5q6","BaianaSystem","Duas Cidades","Bala na Agulha",36,247000,0,0.688,0.864,10,-4.957,0,0.151,0.269,0.000172,0.0357,0.667,180.052,4,"afrobeat"
1086,"6UV8gki3IIkVNP9jlxScM6","Juanafé","La Makinita","La Jardinera",33,222408,0,0.696,0.724,2,-4.86,1,0.0345,0.65,0,0.104,0.965,99.929,4,"afrobeat"
1090,"19Oj8jiVAn3qRr0DhlLU1j","Criolo;Emicida","Criolo E Emicida Ao Vivo (Live)","Triunfo - Live",34,273426,0,0.54,0.945,1,-5.021,1,0.271,0.315,0,0.405,0.551,92.013,4,"afrobeat"
1091,"0UZ3juSCFsN6lINBadUZNZ","Criolo;Emicida","Criolo E Emicida Ao Vivo (Live)","Grajauex - Live",33,191453,0,0.358,0.905,5,-5.776,0,0.453,0.304,0,0.454,0.468,176.67,4,"afrobeat"
1093,"1Yxukx85EzhKgZpzbNywQv","Criolo;Emicida","Criolo E Emicida Ao Vivo (Live)","Não Existe Amor Em SP - Live",35,392480,0,0.285,0.734,5,-6.956,0,0.0506,0.3,0.0231,0.903,0.243,140.224,4,"afrobeat"
1095,"3xfUu8alkwuMg8UBht9TtW","Criolo;Emicida","Criolo E Emicida Ao Vivo (Live)","Bogotá - Live",33,369773,0,0.532,0.908,5,-6.124,0,0.238,0.367,0.000142,0.992,0.737,126.229,4,"afrobeat"
1096,"3MZm4t1kRJ2e5JyaYQpjrF","Jackie Mittoo","The Keyboard King at Studio One","Black Organ",34,191506,0,0.837,0.598,1,-9.047,0,0.181,0.391,0.238,0.0598,0.983,145.219,4,"afrobeat"
1100,"1q8NdCAQ9QUjpYiqzdd3mv","Calle 13","Calle 13 (Explicit Version)","Atrévete-Te-Te",75,239306,1,0.829,0.878,9,-5.951,1,0.101,0.0959,0,0.776,0.883,87.991,4,"afrobeat"
1101,"0FLmR0blAIztjE7YsQpoYc","El Michels Affair","Enter The 37th Chamber","Shimmy Shimmy Ya",49,145880,0,0.605,0.666,11,-5.77,1,0.0413,0.0234,0.647,0.0841,0.0865,100.138,4,"afrobeat"
1103,"4CA1DhfgMg9iRDibIgTu1f","Criolo","Espiral de Ilusão - Deluxe Edition","4 da Manhã – Deluxe Edition",30,213480,0,0.6,0.476,0,-8.558,0,0.084,0.7,0.00488,0.104,0.572,142.033,4,"afrobeat"
1104,"7CJkTdcKr5NSlgSBAKTTD5","BaianaSystem;Orquestra Afrosinfônica;Antonio Carlos & Jocafi","Água (Versão Estendida)","Água (Versão Estendida)",34,306750,0,0.74,0.8,7,-6.65,0,0.0422,0.211,0.0969,0.11,0.763,96.998,4,"afrobeat"
1105,"5mvGbNjKaqB63vFdN2MZ7m","Jorge Drexler","Bailar en la cueva","Organdí",31,400362,0,0.531,0.249,2,-10.041,1,0.0866,0.759,0.0812,0.0909,0.106,104.039,4,"afrobeat"
1106,"2oOMI7Jf9Lo2801cgqepQf","Los Amigos Invisibles;Ferraz","Cool Love","Sólo los dos (feat. Ferraz)",34,210870,0,0.806,0.573,6,-9.905,0,0.0557,0.317,0.125,0.149,0.696,104.994,4,"afrobeat"
1107,"25WjhzidELBiE8WBROJIRs","Afrocidade","Afrocidade na Pista","Tô pra Onda",29,235567,0,0.71,0.846,4,-3.981,0,0.0479,0.0798,0.00352,0.395,0.505,118.025,4,"afrobeat"
1108,"2rrptPZG55VZPKE2LzLFsO","Los Amigos Invisibles","El Paradise","Eres Mis Ganas",35,315600,0,0.562,0.876,5,-4.999,0,0.0356,0.00127,0.00513,0.265,0.547,124.003,4,"afrobeat"
1109,"4iCQH7UCZiB1Tj35BPKFoN","Calle 13","Los De Atrás Vienen Conmigo","Bienvenidos A Mi Mundo",33,237026,1,0.658,0.715,10,-7.416,0,0.269,0.0174,0,0.307,0.543,189.895,4,"afrobeat"
1110,"63TbBqehgYbVYaj7vt7OAf","OQuadro;Dimak","OQuadro","Tá Amarrado",30,232826,0,0.881,0.834,0,-5.625,1,0.175,0.216,3.97e-05,0.127,0.941,94.967,4,"afrobeat"
1111,"2KDD9eK8UrlbxKjx5XodvL","Nomade Orquestra;Russo Passapusso","Vox Populi, Vol. 1","Agente Russo",30,311453,0,0.724,0.902,7,-6.758,1,0.0322,0.102,0.000205,0.386,0.385,122.023,4,"afrobeat"
1112,"0DaMxhrFFLWFSs41y64XdP","BaianaSystem;Nação Zumbi","Alfazema","Alfazema",32,199095,0,0.677,0.929,5,-6.017,0,0.0418,0.309,0.00129,0.318,0.709,129.996,4,"afrobeat"
1113,"5LgIR0Fzfc9vJy2Yx4WI0P","Jorge Drexler","Sea","Crece",31,190600,0,0.649,0.51,5,-11.928,1,0.228,0.466,0.00202,0.0983,0.476,174.931,3,"afrobeat"
1114,"3c3SlCmGqAULLHI3eGuHTK","Romperayo","Romperayo","Alegria por un Zumo de Naranja Con Panela",30,213992,0,0.6,0.65,5,-16.989,1,0.0412,0.000416,0.795,0.178,0.868,131.078,4,"afrobeat"
1115,"09CcTt968KvhCgNMfoWgsl","Criolo","Duas de Cinco","Cóccix-ência",31,289947,0,0.564,0.903,1,-6.173,1,0.0786,0.0221,0.00198,0.3,0.568,164.047,4,"afrobeat"
1116,"6sJRYw9CnzDyZ3mBOAVtNN","Los Amigos Invisibles","Commercial","Dulce",33,303213,0,0.758,0.819,11,-5.945,0,0.0528,0.0646,0.000168,0.138,0.827,117.971,4,"afrobeat"
1117,"52DcY4RSDQzvEEdLp1q02h","William Onyeabor","Crashes In Love (1977 Version)","Ride On Baby - 1977 Version",31,390280,0,0.519,0.804,7,-4.716,0,0.084,0.696,0.268,0.0947,0.841,104.883,4,"afrobeat"
1118,"4Gk58WahIU0EfGR6P0T8Tm","Jorge Drexler","Amar la trama","La nieve en la bola de nieve",30,295866,0,0.457,0.231,2,-17.316,1,0.0597,0.759,0.523,0.11,0.444,133.083,4,"afrobeat"
1119,"3T7LettdukEd5Kf1s6MII4","BaianaSystem","OXEAXEEXU","Raminho",31,78880,0,0.588,0.711,0,-8.105,1,0.038,0.924,0.00698,0.31,0.951,145.818,3,"afrobeat"
1120,"32XyUNQGL33AqoRBNlW4OS","BaianaSystem","BaianaSystem","Oxe, Como Era Doce",31,247226,0,0.69,0.695,2,-10.241,1,0.036,0.0186,0.00351,0.456,0.564,106.032,4,"afrobeat"
1121,"1wLaZctzZCnr9NJNZOjcVY","Jorge Drexler","Sea","Uno",30,169066,0,0.715,0.686,1,-9.727,1,0.036,0.227,0.657,0.11,0.86,130.945,4,"afrobeat"
1122,"382pQ7OIddHeCHHdaFxyYn","Plastilina Mosh","Aquamosh","Ode To Mauricio Garces",33,254080,0,0.463,0.718,4,-11.202,1,0.0275,0.205,0.0874,0.0541,0.855,174.112,4,"afrobeat"
1123,"1wYgb2WSoI95dYx2STlgDk","Jorge Drexler","Amar la trama","Aquiles por su talón es Aquiles",31,214253,0,0.523,0.282,9,-11.418,1,0.0791,0.776,0.00288,0.0819,0.317,132.44,4,"afrobeat"
1124,"3irY15zmv8TmHe8leleLbN","Samuca e a Selva","Madurar","Madurar",30,241322,0,0.716,0.713,0,-6.294,0,0.0289,0.41,0.00067,0.153,0.896,119.957,4,"afrobeat"
1125,"6awMoxUFFPfHusyCQAhxDA","Plastilina Mosh","Hola Chicuelos","Te Lo Juro Por Madonna (Si Omba Ta Gueno)",32,179840,0,0.539,0.968,9,-5.323,0,0.0476,0.00049,0.0616,0.169,0.673,98.113,4,"afrobeat"
1126,"6oNlBZwqefXprM721Bmksi","BaianaSystem;Carolaine","OXEAXEEXU","A Vida É Curta Pra Viver Depois",31,217866,0,0.682,0.703,8,-6.92,1,0.0531,0.356,0.00012,0.116,0.575,91.973,4,"afrobeat"
1127,"3TcfOu4zC7qIXJEz30egWs","Plastilina Mosh","Aquamosh","Bungaloo Punta Cometa",35,239920,0,0.744,0.771,6,-9.034,0,0.0892,0.608,0.052,0.103,0.661,149.822,4,"afrobeat"
